Event Naam,Event Id,Klant Id,Data
view_item_list,10,,"{""item_list_id"":""Strip"",""item_list_name"":""Strip"",""items"":[{""item_id"":""1051_146"",""item_name"":""stalen strip 20 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""5.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1052_153"",""item_name"":""stalen strip 20 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""6.32"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1053_160"",""item_name"":""stalen strip 20 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""7.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1054_167"",""item_name"":""stalen strip 20 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""9.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1055_174"",""item_name"":""stalen strip 25 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""5.8"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1056_181"",""item_name"":""stalen strip 25 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""7.18"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1057_188"",""item_name"":""stalen strip 25 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""8.91"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1058_195"",""item_name"":""stalen strip 25 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""10.54"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1059_202"",""item_name"":""stalen strip 30 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""6.36"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1060_209"",""item_name"":""stalen strip 30 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""7.75"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1061_216"",""item_name"":""stalen strip 30 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""9.79"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1062_223"",""item_name"":""stalen strip 30 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""11.67"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1063_230"",""item_name"":""stalen strip 30 x 12mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""14.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1064_237"",""item_name"":""stalen strip 35 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""8.17"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1065_244"",""item_name"":""stalen strip 35 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""9.61"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1066_251"",""item_name"":""stalen strip 35 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""11.86"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1067_258"",""item_name"":""stalen strip 40 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""8.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1068_265"",""item_name"":""stalen strip 40 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""9.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1069_272"",""item_name"":""stalen strip 40 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""12.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1070_279"",""item_name"":""stalen strip 40 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""14.42"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1071_286"",""item_name"":""stalen strip 40 x 12mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""17.15"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1072_293"",""item_name"":""stalen strip 50 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""9.06"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1073_300"",""item_name"":""stalen strip 50 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""11.51"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1074_307"",""item_name"":""stalen strip 50 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""14.49"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1075_314"",""item_name"":""stalen strip 50 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""17.54"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1076_321"",""item_name"":""stalen strip 50 x 12mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""20.52"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1077_328"",""item_name"":""stalen strip 60 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""11.7"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1078_335"",""item_name"":""stalen strip 60 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""13.22"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1079_342"",""item_name"":""stalen strip 60 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""16.81"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1080_349"",""item_name"":""stalen strip 60 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""20.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1081_356"",""item_name"":""stalen strip 60 x 12mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""24.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1082_363"",""item_name"":""stalen strip 80 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""17.42"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1083_370"",""item_name"":""stalen strip 80 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""17.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1084_377"",""item_name"":""stalen strip 80 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""21.61"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1085_384"",""item_name"":""stalen strip 80 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""26.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1086_391"",""item_name"":""stalen strip 80 x 12mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""31.89"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1087_398"",""item_name"":""stalen strip 100 x 4mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""18.68"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1088_405"",""item_name"":""stalen strip 100 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""20.84"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1090_419"",""item_name"":""stalen strip 100 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""32.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1089_412"",""item_name"":""stalen strip 100 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""26.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1091_426"",""item_name"":""stalen strip 100 x 12mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""38.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1092_433"",""item_name"":""stalen strip 120 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""25.98"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1093_440"",""item_name"":""stalen strip 120 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""32.06"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1094_447"",""item_name"":""stalen strip 120 x 10mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""38.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1095_454"",""item_name"":""stalen strip 120 x 12mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""45.79"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1097_468"",""item_name"":""stalen strip 140 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""34.34"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1096_461"",""item_name"":""stalen strip 140 x 8mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""37.64"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1098_475"",""item_name"":""stalen strip 150 x 6mm  A"",""currency"":""EUR"",""item_category"":""Strip"",""price"":""31.52"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,10,,"{""item_list_id"":""Spanwartel"",""item_list_name"":""Spanwartel"",""items"":[{""item_id"":""781"",""item_name"":""verzinkte spanwartel M6 "",""currency"":""EUR"",""item_category"":""Spanwartel"",""price"":""4.13"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""782"",""item_name"":""verzinkte spanwartel M8 "",""currency"":""EUR"",""item_category"":""Spanwartel"",""price"":""5.48"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""783"",""item_name"":""verzinkte spanwartel M10 "",""currency"":""EUR"",""item_category"":""Spanwartel"",""price"":""7.57"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""858"",""item_name"":""verzinkte spanwartel M12 "",""currency"":""EUR"",""item_category"":""Spanwartel"",""price"":""11.25"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,10,,"{""item_list_id"":""Blank plat"",""item_list_name"":""Blank plat"",""items"":[{""item_id"":""1099_482"",""item_name"":""stalen plat 40 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""30.46"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1100_489"",""item_name"":""stalen plat 40 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""47.49"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1101_496"",""item_name"":""stalen plat 40 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""48.77"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1102_503"",""item_name"":""stalen plat 40 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""60.09"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1103_510"",""item_name"":""stalen plat 50 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""37.48"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1104_517"",""item_name"":""stalen plat 50 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""48.77"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1105_524"",""item_name"":""stalen plat 50 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""60.35"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1106_531"",""item_name"":""stalen plat 50 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""72.1"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1107_538"",""item_name"":""stalen plat 60 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""44.51"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1108_545"",""item_name"":""stalen plat 60 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""58.04"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1109_552"",""item_name"":""stalen plat 60 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""72.1"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1110_559"",""item_name"":""stalen plat 60 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""85.68"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1111_566"",""item_name"":""stalen plat 80 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""60.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1112_573"",""item_name"":""stalen plat 80 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""76.82"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1113_580"",""item_name"":""stalen plat 80 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""104.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1114_587"",""item_name"":""stalen plat 80 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""117.52"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1115_594"",""item_name"":""stalen plat 100 x 15mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""72.67"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1116_601"",""item_name"":""stalen plat 100 x 20mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""95.13"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1117_608"",""item_name"":""stalen plat 100 x 25mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""118.15"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1118_615"",""item_name"":""stalen plat 100 x 30mm, lengte 1000mm  A"",""currency"":""EUR"",""item_category"":""Blank plat"",""price"":""141.77"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,10,,"{""item_list_id"":""Ovaal"",""item_list_name"":""Ovaal"",""items"":[{""item_id"":""2709"",""item_name"":""stalen ovaal 25x10x1,5mm "",""currency"":""EUR"",""item_category"":""Ovaal"",""price"":""9.8"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""2997"",""item_name"":""stalen ovaal 30x15x2mm "",""currency"":""EUR"",""item_category"":""Ovaal"",""price"":""15.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""2710"",""item_name"":""stalen ovaal 38x20x2mm "",""currency"":""EUR"",""item_category"":""Ovaal"",""price"":""21.96"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""2711"",""item_name"":""stalen ovaal 60x30x2mm "",""currency"":""EUR"",""item_category"":""Ovaal"",""price"":""31.88"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""6.26"",""items"":[{""item_id"":""70"",""item_name"":""rvs boor Dormer 4.00mm "",""currency"":""EUR"",""item_category"":""Rvs boren"",""price"":""6.26"",""item_brand"":""No brand""}]}"
view_item_list,,,"{""item_list_id"":""L-profiel ongelijk"",""item_list_name"":""L-profiel ongelijk"",""items"":[{""item_id"":""1160_909"",""item_name"":""stalen L-profiel 40 x 20 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""10.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1413_2526"",""item_name"":""stalen L-profiel 50 x 30 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""17.75"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1164_937"",""item_name"":""stalen L-profiel 60 x 30 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""17.97"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1165_944"",""item_name"":""stalen L-profiel 60 x 40 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""19.69"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1168_965"",""item_name"":""stalen L-profiel 80 x 40 x 6mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""27.67"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""8.1"",""items"":[{""item_id"":""1185_1084"",""item_name"":""stalen massief vierkant 12 x 12mm  A"",""currency"":""EUR"",""item_category"":""Massief vierkant"",""price"":""8.1"",""item_brand"":""No brand""}]}"
add_to_cart,8,,"{""currency"":""EUR"",""value"":""10.41"",""items"":[{""item_id"":""1160_909"",""item_name"":""stalen L-profiel 40 x 20 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""10.41"",""item_brand"":""No brand""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""6.73"",""items"":[{""item_id"":""1239_1455"",""item_name"":""aluminium L-profiel 10 x 10 x 2mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""6.73"",""item_brand"":""No brand""}]}"
view_item_list,5,,"{""item_list_id"":""Koker rechthoek"",""item_list_name"":""Koker rechthoek"",""items"":[{""item_id"":""1666_3565"",""item_name"":""stalen koker 30x15x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""10.38"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1034_27"",""item_name"":""stalen koker 40x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""10.45"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1035_34"",""item_name"":""stalen koker 50x25x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""13.57"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1036_41"",""item_name"":""stalen koker 50x25x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""17.39"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1445_2701"",""item_name"":""stalen koker 50x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""13.7"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1037_48"",""item_name"":""stalen koker 50x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""20.51"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1435_2638"",""item_name"":""stalen koker 60x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""15.31"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1455_2771"",""item_name"":""stalen koker 60x30x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""23.89"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1434_2631"",""item_name"":""stalen koker 60x40x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""16.68"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1442_2680"",""item_name"":""stalen koker 60x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""21.92"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1438_2659"",""item_name"":""stalen koker 80x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""21.32"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1038_55"",""item_name"":""stalen koker 80x40x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""19.83"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1039_62"",""item_name"":""stalen koker 80x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""26.37"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1396_2477"",""item_name"":""stalen koker 100x50x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""33.47"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1444_2694"",""item_name"":""stalen koker 150x50x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""46.38"",""item_brand"":""No brand"",""quantity"":""1""}]}"
add_to_cart,8,,"{""currency"":""EUR"",""value"":""10.45"",""items"":[{""item_id"":""1034_27"",""item_name"":""stalen koker 40x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""10.45"",""item_brand"":""No brand""}]}"
view_cart,5,,"{""currency"":""EUR"",""value"":""72.23"",""items"":[{""item_id"":""2710"",""item_name"":""stalen ovaal 38x20x2mm "",""currency"":""EUR"",""item_category"":""Ovaal"",""price"":""21.96"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""2709"",""item_name"":""stalen ovaal 25x10x1,5mm "",""currency"":""EUR"",""item_category"":""Ovaal"",""price"":""29.4"",""item_brand"":""No brand"",""quantity"":""3""},{""item_id"":""1160_909"",""item_name"":""stalen L-profiel 40 x 20 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel ongelijk"",""price"":""10.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1034_27"",""item_name"":""stalen koker 40x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""10.45"",""item_brand"":""No brand"",""quantity"":""1""}]}"
purchase,,,"{""currency"":""EUR"",""value"":""197.69"",""transaction_id"":""YS-122155"",""coupon"":""5% Bestel korting"",""shipping"":""8.26"",""tax"":""41.18"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""159.79"",""item_brand"":""No brand"",""quantity"":""19""},{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""79.32"",""item_brand"":""No brand"",""quantity"":""6""}]}"
view_item_list,,,"{""item_list_id"":""Koker rechthoek"",""item_list_name"":""Koker rechthoek"",""items"":[{""item_id"":""1666_3565"",""item_name"":""stalen koker 30x15x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""10.38"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1034_27"",""item_name"":""stalen koker 40x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""10.45"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1035_34"",""item_name"":""stalen koker 50x25x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""13.57"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1036_41"",""item_name"":""stalen koker 50x25x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""17.39"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1445_2701"",""item_name"":""stalen koker 50x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""13.7"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1037_48"",""item_name"":""stalen koker 50x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""20.51"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1435_2638"",""item_name"":""stalen koker 60x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""15.31"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1455_2771"",""item_name"":""stalen koker 60x30x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""23.89"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1434_2631"",""item_name"":""stalen koker 60x40x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""16.68"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1442_2680"",""item_name"":""stalen koker 60x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""21.92"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1438_2659"",""item_name"":""stalen koker 80x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""21.32"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1038_55"",""item_name"":""stalen koker 80x40x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""19.83"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1039_62"",""item_name"":""stalen koker 80x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""26.37"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1396_2477"",""item_name"":""stalen koker 100x50x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""33.47"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1444_2694"",""item_name"":""stalen koker 150x50x3mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""46.38"",""item_brand"":""No brand"",""quantity"":""1""}]}"
